step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
10,26218,2024-10-01 02:30:00,0.0,19.279230051863017,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.27963078351101,25.426129629906423,21.200000000000003,20.766790466572086,2164.5799525260327,6844.543365894131,9908.365240562613,9908.365240562614,0.0,9908.365240562613,71.83564799407894,0.029,0.0
11,26219,2024-10-01 02:45:00,0.0,19.27949723960939,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.279897695422,25.422542666586015,21.1,20.638744610887652,2160.6418398905134,6844.349932696536,9906.862890031267,9906.862890031267,0.0,9906.862890031267,71.82475595272669,0.029,0.0
12,26220,2024-10-01 03:00:00,0.0,19.279764240424587,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.280164440005166,25.41502566838079,20.950000000000003,20.519401266031146,2157.6616379958646,6846.208615102046,9905.966159591442,9905.96615959144,0.0,9905.966159591442,71.81825465703795,0.029,0.0
13,26221,2024-10-01 03:15:00,0.0,19.28003106867185,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.28043084660508,25.40585236590776,20.8,20.399803681084947,2154.4150977516956,6846.995400790213,9905.087957522894,9905.087957522894,0.0,9905.087957522894,71.81188769204098,0.029,0.0
14,26222,2024-10-01 03:30:00,0.0,19.280297644275134,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.28069684331157,25.5725026235501,20.65,20.279965688789098,2151.046465163724,6847.219084775256,9904.107041861575,9904.107041861575,0.0,9904.107041861575,71.80477605349643,0.029,0.0
15,26223,2024-10-01 03:45:00,0.0,19.28056384591527,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.280970065289125,25.55229441859613,20.5,20.159889600914497,2149.855715267446,6854.208283333336,9907.550646413425,9907.550646413425,0.0,9907.550646413425,71.82974218649734,0.029,0.0
16,26224,2024-10-01 04:00:00,0.0,19.280833455294374,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.281242397887354,25.538971352743964,20.45,20.110301219743842,2147.0486167631157,6850.074105214008,9902.60002649504,9902.60002649504,0.0,9902.60002649504,71.79385019208904,0.029,0.0
17,26225,2024-10-01 04:15:00,0.0,19.281106232577258,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.2815141401323,25.530131371636678,20.4,20.060719890296472,2144.9661950429404,6847.791736712242,9901.236853007582,9901.236853007582,0.0,9901.236853007582,71.78396718430497,0.029,0.0
18,26226,2024-10-01 04:30:00,0.0,19.28137827000061,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.281785486727397,25.522912811438566,20.35,20.01113461002872,2143.30730530085,6846.825417006728,9900.48586841235,9900.48586841235,0.0,9900.48586841235,71.77852254598955,0.029,0.0
19,26227,2024-10-01 04:45:00,0.0,19.28164981440645,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.282056508100748,25.51639324496735,20.3,19.961546788915914,2141.8202121511904,6846.372926485123,9899.963409407677,9899.963409407677,0.0,9899.963409407677,71.77473471820566,0.029,0.0
20,26228,2024-10-01 05:00:00,0.0,19.28192099838755,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.28232723461904,25.510337037509448,20.3,19.90472095841861,2140.2094114088018,6846.06850921075,9899.783703917576,9899.783703917574,0.0,9899.783703917576,71.77343185340243,0.029,0.0
